@relation QueryResult

@attribute Year numeric
@attribute DayOfYear numeric
@attribute Price numeric

@data
2016,48,2.3444
2016,49,2.3119
2016,50,2.3094
2016,53,2.3194
2016,54,2.2794
2016,55,2.2569
2016,56,2.2656
2016,57,2.2606
2016,60,2.2644
2016,61,2.2306
2016,62,2.2506
2016,63,2.2956
2016,64,2.3069
2016,67,2.31565
2016,68,2.32565
2016,69,2.3406
2016,70,2.3819
2016,71,2.3794
2016,74,2.3931
2016,75,2.3856
2016,76,2.3531
2016,77,2.3119
2016,78,2.3169
2016,81,2.3319
2016,82,2.3369
2016,83,2.3169
2016,84,2.3175
2016,88,2.36
2016,89,2.385
2016,90,2.32125
2016,91,2.3725
2016,92,2.3775
2016,95,2.3725
2016,96,2.3675
2016,97,2.31625
2016,98,2.28625
2016,99,2.3075
2016,102,2.235
2016,103,2.2675
2016,104,2.32125
2016,105,2.2925
2016,106,2.30125
2016,109,2.3625
2016,110,2.4275
2016,111,2.515
2016,112,2.4794
2016,113,2.33625
2016,116,2.38375
2016,117,2.44125
2016,118,2.41375
2016,119,2.42875
2016,120,2.44625
2016,123,2.4356
2016,124,2.36
2016,125,2.365
2016,126,2.31875
2016,127,2.3225
2016,130,2.28125
2016,131,2.31125
2016,132,2.295
2016,133,2.34
2016,134,2.37375
2016,137,2.37875
2016,138,2.4075
2016,139,2.405
2016,140,2.34625
2016,141,2.34125
2016,144,2.3125
2016,145,2.3225
2016,146,2.33125
2016,147,2.40375
2016,148,2.4075
2016,152,2.31875
2016,153,2.3675
2016,154,2.4275
2016,155,2.48875
2016,158,2.53875
2016,159,2.5475
2016,160,2.6
2016,161,2.54875
2016,162,2.475
2016,165,2.46
2016,166,2.42375
2016,167,2.3925
2016,168,2.3625
2016,169,2.4075
2016,172,2.36875
2016,173,2.2906
2016,174,2.29375
2016,175,2.27
2016,176,2.26625
2016,179,2.29625
2016,180,2.29125
2016,181,2.22125
2016,182,2.24
2016,183,2.1531
2016,187,2.1575
2016,188,2.1475
2016,189,2.1281
2016,190,2.1775
2016,193,2.15375
2016,194,2.1875
2016,195,2.205
2016,196,2.16875
2016,197,2.1275
2016,200,2.15125
2016,201,2.0925
2016,202,2.06375
2016,203,2.09125
2016,204,2.1306
2016,207,2.1475
2016,208,2.0744
2016,209,2.075
2016,210,2.0456
2016,211,2.03625
2016,214,2.03375
2016,215,2.00375
2016,216,2.05
2016,217,2.02125
2016,218,2.0769
2016,221,2.085
2016,222,2.0825
2016,223,2.1056
2016,224,2.08
2016,225,2.1131
2016,228,2.1131
2016,229,2.1175
2016,230,2.13125
2016,231,2.13625
2016,232,2.1375
2016,235,2.07625
2016,236,2.0375
2016,237,2.0225
2016,238,2.0069
2016,239,1.9206
2016,242,1.98625
2016,243,1.9625
2016,244,1.9375
2016,245,1.9731
2016,246,1.995
2016,250,1.99
2016,251,2.0125
2016,252,2.03
2016,253,2.015
2016,256,2.04375
2016,257,2
2016,258,2.01125
2016,259,1.9975
2016,260,2.0194
2016,263,2.02
2016,264,2.02875
2016,265,2.04125
2016,266,2.02875
2016,267,2.02625
2016,270,1.98
2016,271,2.02125
2016,272,2.0169
2016,273,1.995
2016,274,2.00875
2016,277,1.98375
2016,278,1.97875
2016,279,2.0275
2016,280,1.97625
2016,281,1.975
2016,284,2.02125
2016,285,2.03625
2016,286,1.9875
2016,287,2.0825
2016,288,2.10375
2016,291,2.12125
2016,292,2.0975
2016,293,2.1
2016,294,2.085
2016,295,2.0725
2016,298,2.0175
2016,299,2.02375
2016,300,2.05875
2016,301,2.075
2016,302,2.04
2016,305,2.07625
2016,306,2.07
2016,307,2.0925
2016,308,2.0575
2016,309,2.07125
2016,312,2.0425
2016,313,2.0725
2016,314,2.03875
2016,315,2.025
2016,316,2.01
2016,319,1.97
2016,320,1.995
2016,321,1.985
2016,322,2.01625
2016,323,2.04375
2016,326,2.05375
2016,327,2.03125
2016,328,2.0075
2016,330,1.98375
2016,333,2.09
2016,334,2.04125
2016,335,2.015
2016,336,1.97875
2016,337,2.015
2016,340,2.0425
2016,341,2.035
2016,342,2.00625
2016,343,2.03875
2016,344,2.08
2016,347,2.08375
2016,348,2.09
2016,349,2.09125
2016,350,2.045
2016,351,2.04375
2016,354,2.02625
2016,355,2.015
2016,356,1.9975
2016,357,1.98375
2016,358,1.9719
2016,362,2.05
2016,363,2.00875
2016,364,2.02375
2016,365,2.03875
2017,3,2.0319
2017,4,2.09
2017,5,2.1275
2017,6,2.115
2017,9,2.13625
2017,10,2.135
2017,11,2.095
2017,12,2.1294
2017,13,2.13125
2017,17,2.16375
2017,18,2.155
2017,19,2.1175
2017,20,2.14
2017,23,2.165
2017,24,2.13875
2017,25,2.12125
2017,26,2.1306
2017,27,2.10875
2017,30,2.07125
2017,31,2.105
2017,32,2.16375
2017,33,2.17625
2017,34,2.1544
2017,37,2.1175
2017,38,2.15
2017,39,2.16375
2017,40,2.2175
2017,41,2.24875
2017,44,2.2575
2017,45,2.24875
2017,46,2.275
2017,47,2.23875
2017,48,2.20625
2017,52,2.185
2017,53,2.205
2017,54,2.185
2017,55,2.165
2017,58,2.19375
2017,59,2.21875
2017,60,2.28625
2017,61,2.2675
2017,62,2.27125
2017,65,2.29375
2017,66,2.28125
2017,67,2.2375
2017,68,2.21875
2017,69,2.21
2017,72,2.15375
2017,73,2.155
2017,74,2.18
2017,75,2.18375
2017,76,2.18375
2017,79,2.15375
2017,80,2.1325
2017,81,2.11125
2017,82,2.10625
2017,83,2.12125
2017,86,2.10625
2017,87,2.12375
2017,88,2.1275
2017,89,2.10375
2017,90,2.12875
